id,board,agency,title,primary,secondary,ei_reason,labeler
32fe9954860e,QCB8,Department for the Aging,Enhance NORC programs and health services,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
210700ffacd2,QCB8,Fire Department,FDNY Trailers,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
a084a210794a,QCB8,Department of Parks & Recreation,"Forestry services, including street tree maintenance",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
61a80273a88c,QCB8,NYC Housing Authority,Fund Community Center Repairs,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
36c27177625c,QCB8,Police Department,Hire additional uniformed officers,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
b9114a9f5bee,QCB8,Department of Parks & Recreation,Hoover-Manton Upgrade,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
eae8de99aaa5,QCB8,MTA / NYC Transit,"Improve accessibility of transit infrastructure, by providing elevators, escalators, etc.",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
b2b04ced154d,QCB8,Department for the Aging,Increase Transportation services capacity,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
4f80c2b2814e,QCB8,Department of Sanitation,Increase vacant lot cleaning,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
62c46bff2d20,QCB8,Dept. of Health & Mental Hygiene,Infectious Disease Prevention,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
c8da7fe09b93,QCB8,Fire Department,Life-sized Mannequins,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
0a967d1af984,QCB8,Department of Parks & Recreation,New equipment for maintenance,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
364029414528,QCB8,Department of Parks & Recreation,New trees and tree pits,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
1705157ddc9a,QCB8,Department of Parks & Recreation,Other capital budget request for DPR,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
89e68bd71326,QCB8,Department of Sanitation,Other capital budget request for DSNY,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
b9081fd4ddc9,QCB8,Department of Sanitation,Other cleaning requests,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
8bf0b4885430,QCB8,Department of Sanitation,Other enforcement requests,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
174820401b7d,QCB8,Department of Transportation,Other expense budget request for DOT,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
e9593e951318,QCB8,Department of Sanitation,Other expense budget request for DSNY,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
6cf8a3893336,QCB8,Department of Parks & Recreation,Other park maintenance and safety requests,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
c831fc930245,QCB8,Department of Parks & Recreation,Other park maintenance and safety requests,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
6dbbc669fc07,QCB8,Department of Parks & Recreation,Other park maintenance and safety requests,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
1c0228896986,QCB8,Department of Parks & Recreation,Other park programming requests,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
cef485d6f44c,QCB8,Department of Parks & Recreation,Other park programming requests,Parks and Environment,Arts and Culture,,"claude-sonnet, rubric.md, 2026-09-23"
fc30a73c0ea5,QCB8,Department of Parks & Recreation,"Other requests for park, building, or access improvements",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
53894276ffbd,QCB8,Department for the Aging,Other senior center program requests,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
22e9d9ebd812,QCB8,Department of Transportation,Other traffic improvement requests,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
ebf1875f00d5,QCB8,Department of Transportation,Painting of DOT Infrastructure,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
3816c232987d,QCB8,Department of Transportation,Painting of DOT Infrastructure,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
8ef391e2846c,QCB8,Department of Parks & Recreation,Pickle Ball Courts,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
e0454bc7f3db,QCB8,School Construction Authority,Provide a new or expand an existing middle/intermediate school,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
84f6ec815696,QCB8,School Construction Authority,Provide a new or expand an existing middle/intermediate school,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
78a4446bdd70,QCB8,Department of Sanitation,Provide more frequent litter basket collection,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
79a008dff98c,QCB8,Queens Public Library,Provide more or better equipment to a library,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
7f0fc728f1ab,QCB8,Queens Public Library,Provide more or better equipment to a library,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
c35cd93521d4,QCB8,Fire Department,"Provide new emergency vehicles, such as fire trucks or ambulances",City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
2060a116b120,QCB8,Fire Department,"Provide new emergency vehicles, such as fire trucks or ambulances",City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
de64c4bd408a,QCB8,Fire Department,"Provide new emergency vehicles, such as fire trucks or ambulances",City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
e266bd5a5ce6,QCB8,Department of Sanitation,Provide new or increase number of sanitation trucks and other equipment,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
ecf10e0beefe,QCB8,Police Department,Provide surveillance (Argus) cameras,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
113447cd1e27,QCB8,School Construction Authority,Provide technology upgrade,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
fe84195f405d,QCB8,Youth & Community Development,"Provide, expand, or enhance Cornerstone and Beacon programs (all ages, including",Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
3caec465d07a,QCB8,Youth & Community Development,"Provide, expand, or enhance the Summer Youth Employment Program",Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
ff8a39327871,QCB8,Dept. of Health & Mental Hygiene,Rat Mitigation,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
fceccf06082c,QCB8,Department of Parks & Recreation,Reconstruct or upgrade a building in a park,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
9165bc46ea52,QCB8,Department of Parks & Recreation,Reconstruct or upgrade a building in a park,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
32432be9037a,QCB8,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
9ede00ed489e,QCB8,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
13c51aa9a062,QCB8,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
8ce7b87282d5,QCB8,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
4604ca5d3ef6,QCB8,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
cc17e4f28e5a,QCB8,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
a5d56750b8e9,QCB8,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
b08c7169a9da,QCB8,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
d1703e9f1424,QCB8,Department of Transportation,Reconstruct streets,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
03b53c29508b,QCB8,Department of Transportation,Reconstruct streets,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
7b7dd896e1b4,QCB8,Fire Department,Rehabilitate or renovate existing fire houses or EMS stations,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
a51230555077,QCB8,Department of Parks & Recreation,Renovate P.S. 154 Playground,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
7431ff6cb36a,QCB8,School Construction Authority,Renovate or upgrade a middle or intermediate school,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
4568e0206a3d,QCB8,School Construction Authority,Renovate or upgrade an elementary school,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
d4e00b86b358,QCB8,Department of Transportation,"Repair or construct medians, or other street assets",City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
b8983dd1604e,QCB8,Department of Transportation,"Repair or construct sidewalks, curbs, or pedestrian ramps",City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
f0f18e8ea613,QCB8,Department of Transportation,"Repair or construct sidewalks, curbs, or pedestrian ramps",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
25eb8858abf2,QCB8,Police Department,Technology Upgrade,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
0e60a7161a97,QCB8,Department of Parks & Recreation,Tennis Court Renovation,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
f874813cc573,QCB8,Department of Homeless Services,Upgrade existing facilities for the homeless,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
d74cfcf7bd2b,QCB8,Department of Transportation,Upgrade or create new plazas,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
6a7f29994bc4,QCB8,Department of Sanitation,Weeds Removal Contract,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
93a0c7ddbfe7,QCB9,Department of Citywide Administrative Services,100th Street Capital Improvement,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
e4c2dd7aaf2b,QCB9,Police Department,102 Pct Parking lot Renovation,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
fed2b9739f04,QCB9,Police Department,ARGUS Cameras,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
9d5c077dfde8,QCB9,Department of Parks & Recreation,ASA Compliance for all Overlook Entrances,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
f90dbd762598,QCB9,Police Department,Additional Crossing Guards,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
a03d26a3879b,QCB9,Police Department,Additional Officers Assigned to 102 Pct,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
9b287cf3aafb,QCB9,Small Business Services,Awning Replacement program,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
b54b70bc411f,QCB9,Department of Transportation,"Bike Racks for Phil ""Scooter"" Rizzuto Park",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
b5a067257fe6,QCB9,Department of Sanitation,Curbside recycling program,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
73ffb94fcf8e,QCB9,Human Resources Administration,Domestic Violence Programs,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
c2a2ed132251,QCB9,Department of Parks & Recreation,Enhance park safety through more security staff (police or parks enforcement),Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
cd4000be09dd,QCB9,Department of Education,Expand 3k program,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
35f9880c1eb3,QCB9,Department of Sanitation,Expand opportunities for electronic waste collection and disposal,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
07c9409a7d9d,QCB9,Department of Parks & Recreation,"Forestry services, including street tree maintenance",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
4e5c5050ea63,QCB9,Department of Buildings,Funding for additional DOB Inspectors,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
d8f4dfa0b1c4,QCB9,Department of Sanitation,Graffiti Removal,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
d81360cfeb37,QCB9,Department of Parks & Recreation,Greenhouse Playground,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
f764e67bfa2e,QCB9,Department of Parks & Recreation,Increase funding for street tree maintenance,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
1cca322c861b,QCB9,Department of Sanitation,Increase vacant lot cleaning,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
731ddda91eac,QCB9,Department of Parks & Recreation,Jackson Pond Playground Upgrade,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
45b972e8ab09,QCB9,Department of Transportation,Jamaica Avenue Beautification Project,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
9204180f0c38,QCB9,MTA / NYC Transit,LIRR Babbage and Bessemer Upgrade,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
63909bba21e6,QCB9,Department of Sanitation,Litter Basket Service,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
8986d8817c74,QCB9,Department of Sanitation,Maintaining and cleaning center median,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
0ee581ce9f1e,QCB9,Dept. of Health & Mental Hygiene,Mental Health Services for Children and Young Adults,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
916a5d14444f,QCB9,Department of Sanitation,Motorized Litter Patrols,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
01cbefc74277,QCB9,Department of Parks & Recreation,Overlook ADA Compliance for Access,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
58468967fbf5,QCB9,Department of Parks & Recreation,Overlook entrances ADA Compliance,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
b4c0943dabe5,QCB9,Department of Education,PS 161 NYC Children's Theater,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
594e11b6c775,QCB9,School Construction Authority,PS 55 Gym Upgrade,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
0939f3613e3e,QCB9,School Construction Authority,PS 56 laptops,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
3c560f1ca992,QCB9,School Construction Authority,PS 60 Auditorium Upgrade,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
157833597e78,QCB9,School Construction Authority,PS 60 Expansion Project,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
6cee60ec0469,QCB9,School Construction Authority,PS 60 Public Address System,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
855464259ce9,QCB9,School Construction Authority,PS 62 Gymnasium,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
1138f426952c,QCB9,School Construction Authority,PS 66 Playground Renovation,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
20e0f993b1f2,QCB9,Department of Parks & Recreation,Phil Rizzuto Park Ballfield Upgrade,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
9826745f9912,QCB9,Department of Parks & Recreation,Phil Rizzuto Park Sidewalk markings for track,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
ebd2e53fb5c4,QCB9,Department of Parks & Recreation,Phil Scooter Rizzuto Park comfort station upgrade,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
a23c1be5ac4f,QCB9,Department of Sanitation,Power washing sidewalks along Jamaica Avenue,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
cea9d076ee07,QCB9,Department of Sanitation,Provide more frequent garbage or recycling pick-up for schools and institutions,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
6ce406550123,QCB9,Youth & Community Development,"Provide, expand, or enhance Cornerstone and Beacon programs (all ages, including",Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
9d4b31b32335,QCB9,Department of Transportation,Queens Boulevard Greenstreet Project,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
be2c43ddd92b,QCB9,Department of Parks & Recreation,"Resurface Interior Walkways in Phil ""Scooter"" Rizzuto Park",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
